20
0.00158	9.62E-04	4.47E-04	0.05821	0.04713	15.1969	;	11.06.2020
5.65E+00	5.40E+00	8.27E+00	5.63E+00	5.39E+00	0.122861241		
0.00226	0.00162	8.46E-04	0.08283	0.07225	15.24919		
5.62E+00	5.34E+00	6.15E+00	5.63E+00	5.33E+00	0.123864284		
0.00342	0.00262	0.00146	0.11286	0.10498	15.2324		
5.56E+00	5.33E+00	4.77E+00	5.56E+00	5.33E+00	0.124300832		
0.00524	0.00442	0.00243	0.14108	0.13849	14.91764		
5.50E+00	5.35E+00	3.76E+00	5.49E+00	5.35E+00	0.122636691		
0.00681	0.00579	0.00332	0.16492	0.16211	14.24268		
5.55E+00	5.51E+00	3.27E+00	5.55E+00	5.51E+00	0.12257665		
0.00816	0.00723	0.00396	0.18051	0.17665	14.14973		
5.70E+00	5.69E+00	3.05E+00	5.70E+00	5.69E+00	0.119305457		
0.00883	0.00785	0.00433	0.18854	0.18278	14.34673		
5.99E+00	6.04E+00	2.99E+00	5.99E+00	6.03E+00	0.114940478		
0.00861	0.00755	0.004	0.19422	0.18712	14.36212		
6.37E+00	6.40E+00	3.19E+00	6.37E+00	6.40E+00	0.11182402		
0.0085	0.00744	0.0037	0.19393	0.1777	14.26777		
6.77E+00	6.75E+00	3.39E+00	6.78E+00	6.74E+00	0.11198176		
0.00852	0.00735	0.00353	0.19328	0.17205	14.32909		
7.19E+00	7.09E+00	3.54E+00	7.19E+00	7.09E+00	0.112222758		
0.00861	0.00735	0.00339	0.19008	0.1662	14.30171		
7.61E+00	7.46E+00	3.69E+00	7.61E+00	7.47E+00	0.113835339		
0.00829	0.00692	0.00313	0.1826	0.15823	14.18151		
8.15E+00	7.93E+00	3.94E+00	8.15E+00	7.93E+00	0.114502616		
0.00755	0.00611	0.00263	0.17098	0.14228	14.20937		
8.74E+00	8.31E+00	4.35E+00	8.73E+00	8.30E+00	0.118260697		
0.00704	0.00549	0.00223	0.16331	0.13468	14.17371		
9.32E+00	8.75E+00	4.82E+00	9.32E+00	8.75E+00	0.120728447		
0.00657	0.00505	0.00195	0.14702	0.12922	14.21949		
9.92E+00	9.16E+00	5.24E+00	9.91E+00	9.16E+00	0.123161239		
0.0062	0.00469	0.00176	0.12843	0.11794	14.32368		
1.05E+01	9.57E+00	5.60E+00	1.05E+01	9.56E+00	0.127134228		
0.00563	0.00408	0.00151	0.11063	0.10568	14.53503		
1.11E+01	9.91E+00	6.10E+00	1.11E+01	9.91E+00	0.132375372		
0.00446	0.00316	0.00116	0.09299	0.08975	13.92355		
1.20E+01	1.05E+01	7.07E+00	1.20E+01	1.05E+01	0.138044536		
0.00368	0.00245	8.41E-04	0.07042	0.06749	13.86179		
1.27E+01	1.10E+01	8.36E+00	1.27E+01	1.10E+01	0.142203135		
0.00274	0.00162	6.16E-04	0.06065	0.05035	13.19475		
1.35E+01	1.15E+01	9.80E+00	1.35E+01	1.15E+01	0.103444173		
