0.00817	0.00773	0.00267	0.339	0.2779	7.91924	;	22.01.2020
1.20E+01	2.33E+01	6.06E+00	1.20E+01	2.32E+01	0.391437815		
0.01758	0.01633	0.0045	0.4983	0.22768	7.89933		
1.18E+01	1.98E+01	4.31E+00	1.18E+01	1.98E+01	0.331338227		
0.03124	0.02523	0.01058	0.69104	0.24597	7.91173		
1.24E+01	2.24E+01	3.56E+00	1.24E+01	2.24E+01	0.270399774		
0.04343	0.02689	0.01451	0.78548	0.15655	8.12749		
1.39E+01	2.48E+01	3.45E+00	1.39E+01	2.48E+01	0.284710286		
0.04916	0.02222	0.00986	0.67254	0.04453	8.20098		
1.67E+01	2.41E+01	3.86E+00	1.67E+01	2.41E+01	0.306734073		
