24
4.85E-04	2.99E-04	1.35E-04	0.02317	0.00541	21.38486	;	09.09.2019
1.65E+01	1.55E+01	3.57E+01	1.65E+01	1.55E+01	0.186658225		
5.38E-04	3.73E-04	2.19E-04	0.03425	0.0022	21.25933		
1.66E+01	1.55E+01	3.63E+01	1.66E+01	1.55E+01	0.185527484		
6.39E-04	6.04E-04	3.31E-04	0.04844	0.01212	19.45499		
1.70E+01	1.58E+01	3.50E+01	1.70E+01	1.58E+01	0.187612535		
0.00122	0.001	5.70E-04	0.06858	0.04683	19.5919		
1.66E+01	1.55E+01	2.82E+01	1.67E+01	1.54E+01	0.178217018		
0.00192	0.00163	9.83E-04	0.09222	0.05482	18.55348		
1.68E+01	1.52E+01	2.31E+01	1.68E+01	1.52E+01	0.174341417		
0.00361	0.00307	0.00158	0.11837	0.08998	18.44911		
1.66E+01	1.55E+01	1.97E+01	1.66E+01	1.55E+01	0.1731135		
0.00575	0.00496	0.00289	0.14287	0.09915	18.34195		
1.63E+01	1.47E+01	1.50E+01	1.63E+01	1.48E+01	0.162234114		
0.00892	0.00781	0.00446	0.1713	0.14183	17.99367		
1.58E+01	1.51E+01	1.19E+01	1.58E+01	1.51E+01	0.163491383		
0.01079	0.00969	0.00593	0.18941	0.15298	18.23593		
1.54E+01	1.38E+01	9.05E+00	1.54E+01	1.38E+01	0.147022938		
0.01172	0.00994	0.00636	0.20796	0.18264	18.25306		
1.46E+01	1.41E+01	6.86E+00	1.46E+01	1.41E+01	0.148211314		
0.01312	0.01101	0.00693	0.21672	0.21589	17.7962		
1.40E+01	1.47E+01	5.69E+00	1.40E+01	1.47E+01	0.153006822		
0.01518	0.01226	0.00659	0.23036	0.2173	17.93411		
1.42E+01	1.42E+01	4.84E+00	1.41E+01	1.42E+01	0.147271875		
0.01425	0.01142	0.00705	0.23921	0.23004	16.79827		
1.45E+01	1.51E+01	4.82E+00	1.46E+01	1.50E+01	0.156134531		
0.01258	0.01017	0.00507	0.24778	0.22867	17.02637		
1.51E+01	1.63E+01	4.82E+00	1.51E+01	1.63E+01	0.169111208		
0.01174	0.00982	0.00543	0.24343	0.20308	17.21179		
1.53E+01	1.54E+01	4.78E+00	1.53E+01	1.54E+01	0.159743989		
0.0103	0.00867	0.00416	0.23297	0.19479	17.08507		
1.62E+01	1.75E+01	4.93E+00	1.62E+01	1.75E+01	0.181485355		
0.00916	0.0074	0.00408	0.2111	0.1834	17.97962		
1.70E+01	1.64E+01	5.56E+00	1.70E+01	1.64E+01	0.170505828		
0.00879	0.00702	0.00366	0.19181	0.15677	17.56007		
1.76E+01	1.89E+01	5.80E+00	1.76E+01	1.90E+01	0.196713908		
0.00792	0.00612	0.0029	0.17153	0.16536	17.54999		
1.83E+01	1.76E+01	6.33E+00	1.83E+01	1.77E+01	0.18410039		
0.00626	0.00473	0.00266	0.15408	0.0982	19.15385		
1.93E+01	2.02E+01	6.83E+00	1.93E+01	2.01E+01	0.209617388		
0.00482	0.00339	0.0022	0.13446	0.12568	19.87509		
2.00E+01	2.08E+01	7.28E+00	2.00E+01	2.08E+01	0.216227449		
0.00353	0.0024	0.00133	0.1145	0.05736	18.40787		
2.15E+01	1.97E+01	7.93E+00	2.14E+01	1.98E+01	0.20681263		
0.00177	0.00127	8.31E-04	0.10487	0.0475	17.40619		
2.29E+01	2.08E+01	8.44E+00	2.30E+01	2.08E+01	0.218438383		
6.11E-04	2.62E-04	4.14E-04	0.0711	0.01082	15.43091		
2.42E+01	2.25E+01	9.58E+00	2.42E+01	2.25E+01	0.236943252	
